文件	行号	内容
freeplay.h	48	WIN_CONDITION5_OK,
freeplay.h	49	WIN_CONDITION6_OK,
freeplay.h	50	WIN_CONDITION7_OK,
freeplay.h	51	WIN_CONDITION_W1,
freeplay.h	52	WIN_CONDITION_W2,
freeplay.h	53	WIN_CONDITION_W3,
freeplay.h	54	WIN_CONDITION_W4,
freeplay.h	55	WIN_CONDITION_W5,
freeplay.h	56	WIN_CONDITION_W6,
freeplay.h	57	WIN_CONDITION_W7,
freeplay.h	58	WIN_CONDITION1,
freeplay.h	59	CHOOSE_WIN_CON1,
freeplay.h	60	WIN_CONDITION2,
freeplay.h	61	CHOOSE_WIN_CON2,
freeplay.h	62	WIN_CONDITION3_DEC,
freeplay.h	63	WIN_CONDITION3,
freeplay.h	64	WIN_CONDITION_W3_2,
freeplay.h	65	WIN_CONDITION3_INC,
freeplay.h	66	WIN_CONDITION4_DEC,
freeplay.h	67	WIN_CONDITION4,
freeplay.h	68	WIN_CONDITION_W4_2,
freeplay.h	69	WIN_CONDITION4_INC,
freeplay.h	70	WIN_CONDITION5_DEC,
freeplay.h	71	WIN_CONDITION5,
freeplay.h	72	WIN_CONDITION_W5_2,
freeplay.h	73	WIN_CONDITION5_INC,
freeplay.h	74	WIN_CONDITION6_DEC,
freeplay.h	75	WIN_CONDITION6_2,
freeplay.h	76	WIN_CONDITION_W6_2,
freeplay.h	77	WIN_CONDITION6_INC,
freeplay.h	78	WIN_CONDITION7_DEC,
freeplay.h	79	WIN_CONDITION7_2,
freeplay.h	80	WIN_CONDITION_W7_2,
freeplay.h	81	WIN_CONDITION7_INC,
freeplay.h	82	WIN_CONDITION6,
freeplay.h	83	CHOOSE_WIN_CON6,
freeplay.h	84	WIN_CONDITION7,
freeplay.h	85	CHOOSE_WIN_CON7,
freeplay.h	86	PEOPLE_DENSITY,
freeplay.h	87	AVG_PAY,
freeplay.h	88	CONSUMER_CAP,
freeplay.h	89	COMPETITION,
freeplay.h	90	CHOOSE_TIME,
freeplay.h	91	GAMEPLAY_TIME,
freeplay.h	92	COMPANY_MONEY,
freeplay.h	93	GAME_MAP,
freeplay.h	94	CITY_TYPE,
freeplay.h	95	GAME_MAP_NAME,
freeplay.h	96	GAME_MAP_CHOOSE,
freeplay.h	97	CITY_TYPE_NAME,
freeplay.h	98	CITY_TYPE_CHOOSE,
freeplay.h	99	CHOOSE_TIME_1,
freeplay.h	100	CHOOSE_TIME_2,
freeplay.h	101	CHOOSE_TIME_3,
freeplay.h	102	CHOOSE_TIME_W1,
freeplay.h	103	CHOOSE_TIME_W2,
freeplay.h	104	CHOOSE_TIME_W3,
freeplay.h	105	GAMEPLAY_TIME_DEC,
freeplay.h	106	GAMEPLAY_TIME_INC,
freeplay.h	107	GAMEPLAY_YEAR,
freeplay.h	108	GAMEPLAY_WYEAR,
freeplay.h	109	GAMEPLAY_WYEAR_2_1,
freeplay.h	110	COMPANY_MONEY_DEC,
freeplay.h	111	COMPANY_MONEY_INC,
freeplay.h	112	COMPANY_MONEY_NUM,
freeplay.h	113	COMPANY_MONEY_WNUM,
freeplay.h	114	COMPETITION1_OK,
freeplay.h	115	COMPETITION2_OK,
freeplay.h	116	COMPETITION3_OK,
freeplay.h	117	COMPETITION4_OK,
freeplay.h	118	COMPETITION5_OK,
freeplay.h	119	COMPETITION6_OK,
freeplay.h	120	COMPETITION1_NAME,
freeplay.h	121	COMPETITION2_NAME,
freeplay.h	122	COMPETITION3_NAME,
freeplay.h	123	COMPETITION4_NAME,
freeplay.h	124	COMPETITION5_NAME,
freeplay.h	125	COMPETITION6_NAME,
freeplay.h	126	COMPETITION1_COLOR,
freeplay.h	127	COMPETITION2_COLOR,
freeplay.h	128	COMPETITION3_COLOR,
freeplay.h	129	COMPETITION4_COLOR,
freeplay.h	130	COMPETITION5_COLOR,
freeplay.h	131	COMPETITION6_COLOR,
freeplay.h	132	COMPETITION1_YEAR_DEC,
freeplay.h	133	COMPETITION2_YEAR_DEC,
freeplay.h	134	COMPETITION3_YEAR_DEC,
freeplay.h	135	COMPETITION4_YEAR_DEC,
freeplay.h	136	COMPETITION5_YEAR_DEC,
freeplay.h	137	COMPETITION6_YEAR_DEC,
freeplay.h	138	COMPETITION1_YEAR_INC,
freeplay.h	139	COMPETITION2_YEAR_INC,
freeplay.h	140	COMPETITION3_YEAR_INC,
freeplay.h	141	COMPETITION4_YEAR_INC,
freeplay.h	142	COMPETITION5_YEAR_INC,
freeplay.h	143	COMPETITION6_YEAR_INC,
freeplay.h	144	COMPETITION1_YEAR,
freeplay.h	145	COMPETITION2_YEAR,
freeplay.h	146	COMPETITION3_YEAR,
freeplay.h	147	COMPETITION4_YEAR,
freeplay.h	148	COMPETITION5_YEAR,
freeplay.h	149	COMPETITION6_YEAR,
freeplay.h	150	COMPETITION1_WYEAR,
freeplay.h	151	COMPETITION2_WYEAR,
freeplay.h	152	COMPETITION3_WYEAR,
freeplay.h	153	COMPETITION4_WYEAR,
freeplay.h	154	COMPETITION5_WYEAR,
freeplay.h	155	COMPETITION6_WYEAR,
freeplay.h	156	COMPETITION1_INTRO,
freeplay.h	157	COMPETITION2_INTRO,
freeplay.h	158	COMPETITION3_INTRO,
freeplay.h	159	COMPETITION4_INTRO,
freeplay.h	160	COMPETITION5_INTRO,
freeplay.h	161	COMPETITION6_INTRO,
freeplay.h	162	PEOPLE_DENSITY_BAR,
freeplay.h	163	AVG_PAY_BAR,
freeplay.h	164	CONSUMER_CAP_BAR,
freeplay.h	165	BUTTON_YES,
freeplay.h	166	BUTTON_NO,
freeplay.h	167	GAMEPLAY_WYEAR_2,
freeplay.h	168	GAMEPLAY_WYEAR_2_2,
freeplay.h	169	GAMEPLAY_WYEAR_3,
freeplay.h	170	AGENT,
freeplay.h	171	AGENT_NAME,
freeplay.h	172	LAND_PRICE,
freeplay.h	173	LAND_PRICE_BAR
freeplay.h	174	};
freeplay_menu.h	1	enum {
freeplay_menu.h	2	BTN_NEW_GAME,
freeplay_menu.h	3	BTN_LOAD_GAME,
freeplay_menu.h	4	BTN_BACK
freeplay_menu.h	5	};
home.h	1	enum {
home.h	2	SHOW_HOME_RESI,
home.h	3	SHOW_HOME_WORK,
home.h	4	SHOW_HOME_WALK,
home.h	5	SHOW_HOME_STUDENT,
home.h	6	SHOW_HOME_SALARY,
home.h	7	SHOW_HOME_RESI_NUM,
home.h	8	SHOW_HOME_WORK_NUM,
home.h	9	SHOW_HOME_WALK_NUM,
home.h	10	SHOW_HOME_STUDENT_NUM,
home.h	11	SHOW_HOME_SALARY_NUM,
home.h	12	BTN_HOME_PIC,
home.h	13	BTN_TITLEBAR,
home.h	14	SHOW_NAME_BUILDING,
home.h	15	BTN_FACE_RESI,
home.h	16	BTN_FACE_WORK,
home.h	17	BTN_FACE_WALK,
home.h	18	BTN_FACE_STUDENT,
home.h	19	SHOW_HAPPY_RESI,
home.h	20	SHOW_HAPPY_WORK,
home.h	21	SHOW_HAPPY_WALK,
home.h	22	SHOW_HAPPY_STUDENT,
home.h	23	SHOW_NEED_ITEM_1,
home.h	24	SHOW_NEED_ITEM_2,
home.h	25	SHOW_NEED_ITEM_3,
home.h	26	SHOW_NEED_ITEM_4,
home.h	27	SHOW_NEED_ITEM_5,
home.h	28	BTN_EMPTY_STAR_1,
home.h	29	BTN_EMPTY_STAR_2,
home.h	30	BTN_EMPTY_STAR_3,
home.h	31	BTN_EMPTY_STAR_4,
home.h	32	BTN_EMPTY_STAR_5
home.h	33	};
infact_name.h	1	enum {
infact_name.h	2	FACT_NAME
infact_name.h	3	};
inoutinfo.h	1	enum {
inoutinfo.h	2	UNUSE_OBJ44,
inoutinfo.h	3	UNUSE_OBJ45,
inoutinfo.h	4	UNUSE_OBJ46,
inoutinfo.h	5	UNUSE_OBJ6,
inoutinfo.h	6	UNUSE_OBJ7,
inoutinfo.h	7	UNUSE_OBJ8,
inoutinfo.h	8	OUT_NAME1,
inoutinfo.h	9	OUT_NAME2,
inoutinfo.h	10	OUT_NAME3,
inoutinfo.h	11	OUT_NAME4,
inoutinfo.h	12	OUT_PRICE1,
inoutinfo.h	13	OUT_PRICE2,
inoutinfo.h	14	OUT_PRICE3,
inoutinfo.h	15	OUT_PRICE4,
inoutinfo.h	16	OUT_STORAGE1,
inoutinfo.h	17	OUT_STORAGE2,
inoutinfo.h	18	OUT_STORAGE3,
inoutinfo.h	19	OUT_STORAGE4,
inoutinfo.h	20	UNUSE_OBJ21,
inoutinfo.h	21	UNUSE_OBJ27,
inoutinfo.h	22	IN_NAME1,
inoutinfo.h	23	IN_NAME2,
inoutinfo.h	24	IN_NAME3,
inoutinfo.h	25	IN_NAME4,
inoutinfo.h	26	IN_BUY1,
inoutinfo.h	27	IN_BUY2,
inoutinfo.h	28	IN_BUY3,
inoutinfo.h	29	IN_BUY4,
inoutinfo.h	30	IN_PROD1,
inoutinfo.h	31	IN_PROD2,
inoutinfo.h	32	IN_PROD3,
inoutinfo.h	33	IN_PROD4,
inoutinfo.h	34	IN_SALE1,
inoutinfo.h	35	IN_SALE2,
inoutinfo.h	36	IN_SALE3,
inoutinfo.h	37	IN_SALE4,
inoutinfo.h	38	SALES_WATCH,
inoutinfo.h	39	SALES_USE,
inoutinfo.h	40	UNUSE_OBJ39,
inoutinfo.h	41	SALES_DEC,
inoutinfo.h	42	SALES_INC,
inoutinfo.h	43	SALES_ALLOW,
inoutinfo.h	44	SALES_PAY,
inoutinfo.h	45	BOARD1,
inoutinfo.h	46	BOARD_TEXT,
inoutinfo.h	47	BTN_BUY,
inoutinfo.h	48	SALES_IDLE,
inoutinfo.h	49	SALES_HAVE
inoutinfo.h	50	};
list2.h	1	enum {
list2.h	2	LIST2
list2.h	3	};
load_prograss.h	1	enum {
load_prograss.h	2	BACK_PIC,
load_prograss.h	3	PROGRASS_BAR
load_prograss.h	4	};
lose_face.h	1	enum {
lose_face.h	2	UNUSE_OBJ1,
lose_face.h	3	UNUSE_OBJ2,
lose_face.h	4	UNUSE_OBJ3,
lose_face.h	5	UNUSE_OBJ4,
lose_face.h	6	UNUSE_OBJ5,
lose_face.h	7	UNUSE_OBJ6,
lose_face.h	8	UNUSE_OBJ7,
lose_face.h	9	UNUSE_OBJ8,
lose_face.h	10	UNUSE_OBJ9,
lose_face.h	11	UNUSE_OBJ10,
lose_face.h	12	UNUSE_OBJ11,
lose_face.h	13	LOSE_TITLE,
lose_face.h	14	BTN_TRY_AGAIN,
lose_face.h	15	BTN_GAME_OVER,
lose_face.h	16	COLOR1,
lose_face.h	17	COLOR1_NAME,
lose_face.h	18	COLOR2,
lose_face.h	19	COLOR2_NAME,
lose_face.h	20	COLOR3,
lose_face.h	21	COLOR3_NAME,
lose_face.h	22	COLOR4,
lose_face.h	23	COLOR4_NAME,
lose_face.h	24	COLOR5,
lose_face.h	25	COLOR5_NAME,
lose_face.h	26	COLOR6,
lose_face.h	27	COLOR6_NAME
lose_face.h	28	};
main.h	1	enum {
main.h	2	BTN_BG_1,
main.h	3	BTN_BG_2,
main.h	4	BTN_BG_3,
main.h	5	BTN_BG_4,
main.h	6	BTN_BG_5,
main.h	7	BTN_BG_6,
main.h	8	BTN_BG_7,
main.h	9	BTN_PRODINFO,
main.h	10	BTN_INFO,
main.h	11	BTN_PRODUCT,
main.h	12	BTN_BANK,
main.h	13	BTN_OPTION,
main.h	14	BTN_HELP,
main.h	15	SHOW_MONEY,
main.h	16	BTN_NEWSLIGHT,
main.h	17	BTN_NEWSUP,
main.h	18	SHOW_MONTH,
main.h	19	SHOW_DAY,
main.h	20	SHOW_YEAR,
main.h	21	SHOW_NEWS,
main.h	22	SHOW_HOUR
main.h	23	};
main1.h	1	enum {
main1.h	2	UNUSE_OBJ1,
main1.h	3	UNUSE_OBJ2,
main1.h	4	UNUSE_OBJ3,
main1.h	5	UNUSE_OBJ4,
main1.h	6	UNUSE_OBJ5,
main1.h	7	UNUSE_OBJ6,
main1.h	8	UNUSE_OBJ7,
main1.h	9	UNUSE_OBJ8,
main1.h	10	UNUSE_OBJ9,
main1.h	11	UNUSE_OBJ10,
main1.h	12	UNUSE_OBJ11,
main1.h	13	UNUSE_OBJ12,
main1.h	14	UNUSE_OBJ13,
main1.h	15	UNUSE_OBJ14,
main1.h	16	UNUSE_OBJ15,
main1.h	17	UNUSE_OBJ16,
main1.h	18	UNUSE_OBJ17,
main1.h	19	UNUSE_OBJ18,
main1.h	20	UNUSE_OBJ19,
main1.h	21	UNUSE_OBJ20,
main1.h	22	UNUSE_OBJ21,
main1.h	23	UNUSE_OBJ22,
main1.h	24	UNUSE_OBJ23,
main1.h	25	UNUSE_OBJ24,
main1.h	26	UNUSE_OBJ25,
main1.h	27	UNUSE_OBJ26,
main1.h	28	NEWS_BTN,
main1.h	29	BTN_PRODINFO,
main1.h	30	BTN_REPORT,
main1.h	31	BTN_HELP,
main1.h	32	BTN_BANK,
main1.h	33	BTN_OPTION,
main1.h	34	SHOW_TASK,
main1.h	35	NEWS_TEXT,
main1.h	36	NEWS_LIST,
main1.h	37	NEWS_BAR,
main1.h	38	NEWS_FILTER,
main1.h	39	BTN_TASK_INFO
main1.h	40	};
menu1.h	1	enum {
menu1.h	2	KUNKA_MODE,
menu1.h	3	RANDOM_MODE,
menu1.h	4	LOAD_GAME,
menu1.h	5	FAME_HALL,
menu1.h	6	EXIT_GAME
menu1.h	7	};
new_option.h	1	enum {
new_option.h	2	BTN_EXIT,
new_option.h	3	UNUSE_OBJ2,
new_option.h	4	BTN_MUS_VAL,
new_option.h	5	BTN_SND_VOL,
new_option.h	6	BTN_SPEED,
new_option.h	7	BTN_SAVE,
new_option.h	8	BTN_LOAD,
new_option.h	9	BTN_QUITGAME,
new_option.h	10	BAR_MUS_VOL,
new_option.h	11	BAR_SND_VOL,
new_option.h	12	BAR_SPEED
new_option.h	13	};
ownerfact_btns.h	1	enum {
ownerfact_btns.h	2	BTN_INTO_FACT,
ownerfact_btns.h	3	BTN_FACT_REPORT,
ownerfact_btns.h	4	BTN_FACT_MANG
ownerfact_btns.h	5	};
prod_info.h	1	enum {
prod_info.h	2	UNUSE_ITEM1,
prod_info.h	3	UNUSE_OBJ35,
prod_info.h	4	UNUSE_OBJ3,
prod_info.h	5	SCLBAR,
prod_info.h	6	UNUSE_OBJ5,
prod_info.h	7	UNUSE_OBJ6,
prod_info.h	8	UNUSE_OBJ7,
prod_info.h	9	UNUSE_OBJ8,
prod_info.h	10	UNUSE_OBJ9,
prod_info.h	11	UNUSE_OBJ10,
prod_info.h	12	UNUSE_OBJ99,
prod_info.h	13	UNUSE_OBJ12,
prod_info.h	14	UNUSE_OBJ13,
prod_info.h	15	UNUSE_OBJ14,
prod_info.h	16	UNUSE_OBJ15,
prod_info.h	17	UNUSE_OBJ16,
prod_info.h	18	UNUSE_OBJ17,
prod_info.h	19	UNUSE_OBJ18,
prod_info.h	20	UNUSE_OBJ19,
prod_info.h	21	BTN_EXIT,
prod_info.h	22	BTN_SETPROD,
prod_info.h	23	ALL_BUT,
prod_info.h	24	PLAYER_BUT,
prod_info.h	25	CORNAME_BUT,
prod_info.h	26	PRODUCTION_BUT,
prod_info.h	27	BUY_BUT,
prod_info.h	28	WHOLESALE_BUT,
prod_info.h	29	WSPRICE_BUT,
prod_info.h	30	SALE_BUT,
prod_info.h	31	SPRICE_BUT,
prod_info.h	32	STOCKS_BUT,
prod_info.h	33	QUALITY_BUT,
prod_info.h	34	UNUSE_OBJ33,
prod_info.h	35	UNUSE_OBJ34,
prod_info.h	36	BOX_AMOUNT,
prod_info.h	37	PRODUCT_NAME,
prod_info.h	38	UNUSE_OBJ000,
prod_info.h	39	UNUSE_OBJ001,
prod_info.h	40	UNITBOX_BUT,
prod_info.h	41	UNIT_BUT,
prod_info.h	42	UNUSE_OBJ41,
prod_info.h	43	TIMEY_BUT,
prod_info.h	44	TIMES_BUT,
prod_info.h	45	TIMEM_BUT,
prod_info.h	46	CORNAME01,
prod_info.h	47	CORNAME02,
prod_info.h	48	CORNAME03,
prod_info.h	49	CORNAME04,
prod_info.h	50	CORNAME05,
prod_info.h	51	CORNAME06,
prod_info.h	52	CORNAME07,
prod_info.h	53	CORNAME08,
prod_info.h	54	CORNAME09,
prod_info.h	55	CORNAME10,
prod_info.h	56	PRO_NUM01,
prod_info.h	57	PRO_NUM02,
prod_info.h	58	PRO_NUM03,
prod_info.h	59	PRO_NUM04,
prod_info.h	60	PRO_NUM05,
prod_info.h	61	PRO_NUM06,
prod_info.h	62	PRO_NUM07,
prod_info.h	63	PRO_NUM08,
prod_info.h	64	PRO_NUM09,
prod_info.h	65	PRO_NUM10,
prod_info.h	66	BUY_NUM01,
prod_info.h	67	BUY_NUM02,
prod_info.h	68	BUY_NUM03,
prod_info.h	69	BUY_NUM04,
prod_info.h	70	BUY_NUM05,
prod_info.h	71	BUY_NUM06,
prod_info.h	72	BUY_NUM07,
prod_info.h	73	BUY_NUM08,
prod_info.h	74	BUY_NUM09,
prod_info.h	75	BUY_NUM10,
prod_info.h	76	WSALE_NUM01,
prod_info.h	77	WSALE_NUM02,
prod_info.h	78	WSALE_NUM03,
prod_info.h	79	WSALE_NUM04,
prod_info.h	80	WSALE_NUM05,
prod_info.h	81	WSALE_NUM06,
prod_info.h	82	WSALE_NUM07,
prod_info.h	83	WSALE_NUM08,
prod_info.h	84	WSALE_NUM09,
prod_info.h	85	WSALE_NUM10,
prod_info.h	86	WSPRICE_NUM01,
prod_info.h	87	WSPRICE_NUM02,
prod_info.h	88	WSPRICE_NUM03,
prod_info.h	89	WSPRICE_NUM04,
prod_info.h	90	WSPRICE_NUM05,
prod_info.h	91	WSPRICE_NUM06,
prod_info.h	92	WSPRICE_NUM07,
prod_info.h	93	WSPRICE_NUM08,
prod_info.h	94	WSPRICE_NUM09,
prod_info.h	95	WSPRICE_NUM10,
prod_info.h	96	SALE_NUM01,
prod_info.h	97	SALE_NUM02,
prod_info.h	98	SALE_NUM03,
prod_info.h	99	SALE_NUM04,
prod_info.h	100	SALE_NUM05,
prod_info.h	101	SALE_NUM06,
prod_info.h	102	SALE_NUM07,
prod_info.h	103	SALE_NUM08,
prod_info.h	104	SALE_NUM09,
prod_info.h	105	SALE_NUM10,
prod_info.h	106	SPRICE_NUM01,
prod_info.h	107	SPRICE_NUM02,
prod_info.h	108	SPRICE_NUM03,
prod_info.h	109	SPRICE_NUM04,
prod_info.h	110	SPRICE_NUM05,
prod_info.h	111	SPRICE_NUM06,
prod_info.h	112	SPRICE_NUM07,
prod_info.h	113	SPRICE_NUM08,
prod_info.h	114	SPRICE_NUM09,
prod_info.h	115	SPRICE_NUM10,
prod_info.h	116	STOCKS_NUM01,
prod_info.h	117	STOCKS_NUM02,
prod_info.h	118	STOCKS_NUM03,
prod_info.h	119	STOCKS_NUM04,
prod_info.h	120	STOCKS_NUM05,
prod_info.h	121	STOCKS_NUM06,
prod_info.h	122	STOCKS_NUM07,
prod_info.h	123	STOCKS_NUM08,
prod_info.h	124	STOCKS_NUM09,
prod_info.h	125	STOCKS_NUM10,
prod_info.h	126	QUALITY_NUM01,
prod_info.h	127	QUALITY_NUM02,
prod_info.h	128	QUALITY_NUM03,
prod_info.h	129	QUALITY_NUM04,
prod_info.h	130	QUALITY_NUM05,
prod_info.h	131	QUALITY_NUM06,
prod_info.h	132	QUALITY_NUM07,
prod_info.h	133	QUALITY_NUM08,
prod_info.h	134	QUALITY_NUM09,
prod_info.h	135	QUALITY_NUM10,
prod_info.h	136	TOTAL_AVERAGE,
prod_info.h	137	PRO_SUM,
prod_info.h	138	BUY_SUM,
prod_info.h	139	WSALE_SUM,
prod_info.h	140	SALE_SUM,
prod_info.h	141	STOCKS_SUM,
prod_info.h	142	WSPRICE_SUM,
prod_info.h	143	SPRICE_SUM,
prod_info.h	144	QUALITY_SUM,
prod_info.h	145	UNUSE1234,
prod_info.h	146	UNUSEOBJ1235,
prod_info.h	147	FLOC_TITLE,
prod_info.h	148	UNUSE_OBJ147,
prod_info.h	149	UNUSE_OBJ148,
prod_info.h	150	UNUSE_OBJ149,
prod_info.h	151	UNUSE_OBJ150,
prod_info.h	152	FLOC_TITLE1,
prod_info.h	153	FLOC_TITLE2,
prod_info.h	154	FLOC_TITLE3,
prod_info.h	155	FLOC_TITLE4,
prod_info.h	156	FLOC_TITLE5,
prod_info.h	157	FLOC_TITLE6,
prod_info.h	158	FLOC_TITLE7,
prod_info.h	159	FLOC_TITLE8
prod_info.h	160	};
profit_info.h	1	enum {
profit_info.h	2	UNUSE_OBJ1,
profit_info.h	3	UNUSE_OBJ2,
profit_info.h	4	UNUSE_OBJ3,
profit_info.h	5	UNUSE_OBJ4,
profit_info.h	6	UNUSE_OBJ5,
profit_info.h	7	UNUSE_OBJ6,
profit_info.h	8	UNUSE_OBJ7,
profit_info.h	9	UNUSE_OBJ8,
profit_info.h	10	UNUSE_OBJ9,
profit_info.h	11	UNUSE_OBJ10,
profit_info.h	12	UNUSE_OBJ11,
profit_info.h	13	UNUSE_OBJ12,
profit_info.h	14	UNUSE_OBJ13,
profit_info.h	15	UNUSE_OBJ14,
profit_info.h	16	UNUSE_OBJ15,
profit_info.h	17	UNUSE_OBJ16,
profit_info.h	18	UNUSE_OBJ17,
profit_info.h	19	UNUSE_OBJ18,
profit_info.h	20	UNUSE_OBJ19,
profit_info.h	21	LOSS_PROFIT01,
profit_info.h	22	COR_REVIEW,
profit_info.h	23	ASSETS_DEBT,
profit_info.h	24	LOSS_PROFIT02,
profit_info.h	25	COR_NAME,
profit_info.h	26	CORP_UNITY,
profit_info.h	27	TIME_UNIT,
profit_info.h	28	YEAR_BUT,
profit_info.h	29	SEASON_BUT,
profit_info.h	30	MONTH_BUT,
profit_info.h	31	COLUMN_0,
profit_info.h	32	CURRENT_STAGE,
profit_info.h	33	EARILER_STAGE,
profit_info.h	34	OPERAT_GROSS,
profit_info.h	35	OPERAT_PROFIT,
profit_info.h	36	NET_PROFIT,
profit_info.h	37	OPERATE_INCOME,
profit_info.h	38	OPERATE_COST,
profit_info.h	39	OPERATE_EXPENSE,
profit_info.h	40	NONOP_INCOME,
profit_info.h	41	NONOP_EXPEN,
profit_info.h	42	SALES_REVENUE,
profit_info.h	43	RAW_REVENUE,
profit_info.h	44	PERSON_COST,
profit_info.h	45	MADEP_COST,
profit_info.h	46	MAMAIN_COST,
profit_info.h	47	DESFA_INCOME,
profit_info.h	48	INTEREST_EXPEN,
profit_info.h	49	BUILDFAC_EXPEN,
profit_info.h	50	DESFA_LOST,
profit_info.h	51	DESMA_LOST,
profit_info.h	52	CS_NUM01,
profit_info.h	53	CS_NUM02,
profit_info.h	54	CS_NUM03,
profit_info.h	55	CS_NUM04,
profit_info.h	56	CS_NUM05,
profit_info.h	57	CS_NUM06,
profit_info.h	58	CS_NUM07,
profit_info.h	59	CS_NUM08,
profit_info.h	60	CS_NUM09,
profit_info.h	61	CS_NUM10,
profit_info.h	62	CS_NUM11,
profit_info.h	63	CS_NUM12,
profit_info.h	64	CS_NUM13,
profit_info.h	65	ES_NUM01,
profit_info.h	66	ES_NUM02,
profit_info.h	67	ES_NUM03,
profit_info.h	68	ES_NUM04,
profit_info.h	69	ES_NUM05,
profit_info.h	70	ES_NUM06,
profit_info.h	71	ES_NUM07,
profit_info.h	72	ES_NUM08,
profit_info.h	73	ES_NUM09,
profit_info.h	74	ES_NUM10,
profit_info.h	75	ES_NUM11,
profit_info.h	76	ES_NUM12,
profit_info.h	77	ES_NUM13,
profit_info.h	78	NP_GRAPH,
profit_info.h	79	NET_PROFIT1,
profit_info.h	80	PROFIT_0,
profit_info.h	81	GROSS_PROFIT,
profit_info.h	82	BTN_EXIT,
profit_info.h	83	COR_SW,
profit_info.h	84	CORP_SW
profit_info.h	85	};
save.h	1	enum {
save.h	2	BTN_EXIT,
save.h	3	BTN_GO,
save.h	4	BTN_1,
save.h	5	BTN_2,
save.h	6	BTN_3,
save.h	7	BTN_4,
save.h	8	BTN_5,
save.h	9	BTN_6,
save.h	10	BTN_7,
save.h	11	BTN_8,
save.h	12	BTN_9,
save.h	13	BTN_10,
save.h	14	UNUSE_OBJ13,
save.h	15	UNUSE_OBJ14,
save.h	16	LIST_SAVE
save.h	17	};
save_prograss.h	1	enum {
save_prograss.h	2	BACK_PIC,
save_prograss.h	3	PROGRASS_BAR
save_prograss.h	4	};
score_info.h	1	enum {
score_info.h	2	UNUSE_OBJ1,
score_info.h	3	UNUSE_OBJ2,
score_info.h	4	UNUSE_OBJ3,
score_info.h	5	UNUSE_OBJ4,
score_info.h	6	UNUSE_OBJ5,
score_info.h	7	UNUSE_OBJ6,
score_info.h	8	UNUSE_OBJ7,
score_info.h	9	UNUSE_OBJ8,
score_info.h	10	UNUSE_OBJ9,
score_info.h	11	UNUSE_OBJ10,
score_info.h	12	UNUSE_OBJ11,
score_info.h	13	UNUSE_OBJ12,
score_info.h	14	UNUSE_OBJ13,
score_info.h	15	UNUSE_OBJ14,
score_info.h	16	UNUSE_OBJ15,
score_info.h	17	UNUSE_OBJ16,
score_info.h	18	UNUSE_OBJ17,
score_info.h	19	UNUSE_OBJ18,
score_info.h	20	UNUSE_OBJ19,
score_info.h	21	COR_REVIEW01,
score_info.h	22	COR_REVIEW02,
score_info.h	23	ASSETS_DEBT,
score_info.h	24	LOSS_PROFIT,
score_info.h	25	COR_NAME,
score_info.h	26	UNUSE_OBJ23,
score_info.h	27	COR_NAME01,
score_info.h	28	COR_NAME02,
score_info.h	29	COR_NAME03,
score_info.h	30	COR_NAME04,
score_info.h	31	COR_NAME05,
score_info.h	32	COR_NAME06,
score_info.h	33	COR_NAME07,
score_info.h	34	COR_NAME08,
score_info.h	35	COR_NAME09,
score_info.h	36	COR_NAME10,
score_info.h	37	COR_NAME11,
score_info.h	38	COR_NAME12,
score_info.h	39	NETWORTH_BUT,
score_info.h	40	CASH_BUT,
score_info.h	41	YEARINCOME_BUT,
score_info.h	42	YEARPROFIT_BUT,
score_info.h	43	FACTORY_BUT,
score_info.h	44	EMPLOYEE_BUT,
score_info.h	45	MACHINE_BUT,
score_info.h	46	VENDING_BUT,
score_info.h	47	NWNUM_01,
score_info.h	48	NWNUM_02,
score_info.h	49	NWNUM_03,
score_info.h	50	NWNUM_04,
score_info.h	51	NWNUM_05,
score_info.h	52	NWNUM_06,
score_info.h	53	NWNUM_07,
score_info.h	54	NWNUM_08,
score_info.h	55	NWNUM_09,
score_info.h	56	NWNUM_10,
score_info.h	57	NWNUM_11,
score_info.h	58	NWNUM_12,
score_info.h	59	CASHNUM_01,
score_info.h	60	CASHNUM_02,
score_info.h	61	CASHNUM_03,
score_info.h	62	CASHNUM_04,
score_info.h	63	CASHNUM_05,
score_info.h	64	CASHNUM_06,
score_info.h	65	CASHNUM_07,
score_info.h	66	CASHNUM_08,
score_info.h	67	CASHNUM_09,
score_info.h	68	CASHNUM_10,
score_info.h	69	CASHNUM_11,
score_info.h	70	CASHNUM_12,
score_info.h	71	INCOMNUM_01,
score_info.h	72	INCOMNUM_02,
score_info.h	73	INCOMNUM_03,
score_info.h	74	INCOMNUM_04,
score_info.h	75	INCOMNUM_05,
score_info.h	76	INCOMNUM_06,
score_info.h	77	INCOMNUM_07,
score_info.h	78	INCOMNUM_08,
score_info.h	79	INCOMNUM_09,
score_info.h	80	INCOMNUM_10,
score_info.h	81	INCOMNUM_11,
score_info.h	82	INCOMNUM_12,
score_info.h	83	PROFITNUM_01,
score_info.h	84	PROFITNUM_02,
score_info.h	85	PROFITNUM_03,
score_info.h	86	PROFITNUM_04,
score_info.h	87	PROFITNUM_05,
score_info.h	88	PROFITNUM_06,
score_info.h	89	PROFITNUM_07,
score_info.h	90	PROFITNUM_08,
score_info.h	91	PROFITNUM_09,
score_info.h	92	PROFITNUM_10,
