文件	行号	类型	文本
Machine_type.csv	1	中文	產品17難度
Machine_type.csv	1	中文	產品18難度
Machine_type.csv	1	中文	產品19難度
Machine_type.csv	1	中文	產品20難度
Machine_type.csv	1	中文	產品1品控
Machine_type.csv	1	中文	產品2品控
Machine_type.csv	1	中文	產品3品控
Machine_type.csv	1	中文	產品4品控
Machine_type.csv	1	中文	產品5品控
Machine_type.csv	1	中文	產品6品控
Machine_type.csv	1	中文	產品7品控
Machine_type.csv	1	中文	產品8品控
Machine_type.csv	1	中文	產品9品控
Machine_type.csv	1	中文	產品10品控
Machine_type.csv	1	中文	產品11品控
Machine_type.csv	1	中文	產品12品控
Machine_type.csv	1	中文	產品13品控
Machine_type.csv	1	中文	產品14品控
Machine_type.csv	1	中文	產品15品控
Machine_type.csv	1	中文	產品16品控
Machine_type.csv	1	中文	產品17品控
Machine_type.csv	1	中文	產品18品控
Machine_type.csv	1	中文	產品19品控
Machine_type.csv	1	中文	產品20品控
Machine_type.csv	1	中文	產品1用料
Machine_type.csv	1	中文	產品2用料
Machine_type.csv	1	中文	產品3用料
Machine_type.csv	1	中文	產品4用料
Machine_type.csv	1	中文	產品5用料
Machine_type.csv	1	中文	產品6用料
Machine_type.csv	1	中文	產品7用料
Machine_type.csv	1	中文	產品8用料
Machine_type.csv	1	中文	產品9用料
Machine_type.csv	1	中文	產品10用料
Machine_type.csv	1	中文	產品11用料
Machine_type.csv	1	中文	產品12用料
Machine_type.csv	1	中文	產品13用料
Machine_type.csv	1	中文	產品14用料
Machine_type.csv	1	中文	產品15用料
Machine_type.csv	1	中文	產品16用料
Machine_type.csv	1	中文	產品17用料
Machine_type.csv	1	中文	產品18用料
Machine_type.csv	1	中文	產品19用料
Machine_type.csv	1	中文	產品20用料
Machine_type.csv	1	中文	產品1維修
Machine_type.csv	1	中文	產品2維修
Machine_type.csv	1	中文	產品3維修
Machine_type.csv	1	中文	產品4維修
Machine_type.csv	1	中文	產品5維修
Machine_type.csv	1	中文	產品6維修
Machine_type.csv	1	中文	產品7維修
Machine_type.csv	1	中文	產品8維修
Machine_type.csv	1	中文	產品9維修
Machine_type.csv	1	中文	產品10維修
Machine_type.csv	1	中文	產品11維修
Machine_type.csv	1	中文	產品12維修
Machine_type.csv	1	中文	產品13維修
Machine_type.csv	1	中文	產品14維修
Machine_type.csv	1	中文	產品15維修
Machine_type.csv	1	中文	產品16維修
Machine_type.csv	1	中文	產品17維修
Machine_type.csv	1	中文	產品18維修
Machine_type.csv	1	中文	產品19維修
Machine_type.csv	1	中文	產品20維修
Machine_type.csv	1	中文	修理費用
Machine_type.csv	1	ASCII	ICON
Machine_type.csv	1	中文	發光ICON
Machine_type.csv	1	中文	機器售價
Machine_type.csv	1	中文	說明
Machine_type.csv	1	中文	AI分類
Machine_type.csv	2	中文	標準畜牧機
Machine_type.csv	2	数值	45
Machine_type.csv	2	数值	46
Machine_type.csv	2	数值	1950
Machine_type.csv	2	数值	1980
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-2
Machine_type.csv	2	数值	10
Machine_type.csv	2	数值	-2
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-2
Machine_type.csv	2	数值	-1
Machine_type.csv	2	中文	畜牧機
Machine_type.csv	2	数值	18
Machine_type.csv	2	数值	16
Machine_type.csv	2	数值	20
Machine_type.csv	2	数值	18
Machine_type.csv	2	数值	12
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	100
Machine_type.csv	2	数值	100
Machine_type.csv	2	数值	100
Machine_type.csv	2	数值	100
Machine_type.csv	2	数值	100
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	100
Machine_type.csv	2	数值	100
Machine_type.csv	2	数值	100
Machine_type.csv	2	数值	100
Machine_type.csv	2	数值	100
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	2083
Machine_type.csv	2	数值	1852
Machine_type.csv	2	数值	2315
Machine_type.csv	2	数值	2083
Machine_type.csv	2	数值	1389
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	-1
Machine_type.csv	2	数值	120000
Machine_type.csv	2	数值	154
Machine_type.csv	2	数值	1200000
Machine_type.csv	2	中文	史上第一台實用型畜牧機，採用標準生產程序，是您生產各種肉製品的最佳選擇。
Machine_type.csv	3	中文	高速畜牧機
Machine_type.csv	3	数值	47
Machine_type.csv	3	数值	48
Machine_type.csv	3	数值	1960
Machine_type.csv	3	数值	1990
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-2
Machine_type.csv	3	数值	10
Machine_type.csv	3	数值	-2
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-2
Machine_type.csv	3	数值	-1
Machine_type.csv	3	中文	畜牧機
Machine_type.csv	3	数值	10
Machine_type.csv	3	数值	12
Machine_type.csv	3	数值	10
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	60
Machine_type.csv	3	数值	60
Machine_type.csv	3	数值	60
Machine_type.csv	3	数值	60
Machine_type.csv	3	数值	60
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	120
Machine_type.csv	3	数值	120
Machine_type.csv	3	数值	120
Machine_type.csv	3	数值	120
Machine_type.csv	3	数值	120
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	2083
Machine_type.csv	3	数值	1852
Machine_type.csv	3	数值	2315
Machine_type.csv	3	数值	2083
Machine_type.csv	3	数值	1389
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	-1
Machine_type.csv	3	数值	120000
Machine_type.csv	3	数值	155
Machine_type.csv	3	数值	1200000
Machine_type.csv	3	中文	使用更多飼料，並注射生長激素加快牲畜的生長速度，雖然品質略受影響，但能達到量產目標。
Machine_type.csv	4	中文	品控畜牧機
Machine_type.csv	4	数值	49
Machine_type.csv	4	数值	50
Machine_type.csv	4	数值	1960
Machine_type.csv	4	数值	1990
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-2
Machine_type.csv	4	数值	10
Machine_type.csv	4	数值	-2
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-2
Machine_type.csv	4	数值	-1
Machine_type.csv	4	中文	畜牧機
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	27
Machine_type.csv	4	数值	24
Machine_type.csv	4	数值	30
Machine_type.csv	4	数值	27
Machine_type.csv	4	数值	18
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	100
Machine_type.csv	4	数值	100
Machine_type.csv	4	数值	100
Machine_type.csv	4	数值	100
Machine_type.csv	4	数值	100
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	100
Machine_type.csv	4	数值	100
Machine_type.csv	4	数值	100
Machine_type.csv	4	数值	100
Machine_type.csv	4	数值	100
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	2083
Machine_type.csv	4	数值	1852
Machine_type.csv	4	数值	2315
Machine_type.csv	4	数值	2083
Machine_type.csv	4	数值	1389
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	-1
Machine_type.csv	4	数值	120000
Machine_type.csv	4	数值	156
Machine_type.csv	4	数值	1200000
Machine_type.csv	4	中文	莫札特音樂及電動按摩器等貼心服務，提供牲畜生長的絕佳環境，多花點時間，讓品質大大提升。
Machine_type.csv	5	中文	改良標準畜牧機
Machine_type.csv	5	数值	420
Machine_type.csv	5	数值	421
Machine_type.csv	5	数值	1970
Machine_type.csv	5	数值	2000
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-2
Machine_type.csv	5	数值	10
Machine_type.csv	5	数值	-2
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-2
Machine_type.csv	5	数值	-1
Machine_type.csv	5	中文	畜牧機
Machine_type.csv	5	数值	16
Machine_type.csv	5	数值	14
Machine_type.csv	5	数值	18
Machine_type.csv	5	数值	16
Machine_type.csv	5	数值	10
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	100
Machine_type.csv	5	数值	100
Machine_type.csv	5	数值	100
Machine_type.csv	5	数值	100
Machine_type.csv	5	数值	100
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	100
Machine_type.csv	5	数值	100
Machine_type.csv	5	数值	100
Machine_type.csv	5	数值	100
Machine_type.csv	5	数值	100
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	1874
Machine_type.csv	5	数值	1666
Machine_type.csv	5	数值	2083
Machine_type.csv	5	数值	1874
Machine_type.csv	5	数值	1250
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	-1
Machine_type.csv	5	数值	138000
Machine_type.csv	5	数值	348
Machine_type.csv	5	数值	574
Machine_type.csv	5	数值	1380000
Machine_type.csv	5	中文	改進效能的標準畜牧機，採用實用性較高的標準生產程序，是您生產各種肉製品的最佳選擇。
Machine_type.csv	6	中文	改良高速畜牧機
Machine_type.csv	6	数值	422
Machine_type.csv	6	数值	423
Machine_type.csv	6	数值	1980
Machine_type.csv	6	数值	2010
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-2
Machine_type.csv	6	数值	10
Machine_type.csv	6	数值	-2
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-2
Machine_type.csv	6	数值	-1
Machine_type.csv	6	中文	畜牧機
Machine_type.csv	6	数值	10
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	60
Machine_type.csv	6	数值	60
Machine_type.csv	6	数值	60
Machine_type.csv	6	数值	60
Machine_type.csv	6	数值	60
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	120
Machine_type.csv	6	数值	120
Machine_type.csv	6	数值	120
Machine_type.csv	6	数值	120
Machine_type.csv	6	数值	120
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	1874
Machine_type.csv	6	数值	1666
Machine_type.csv	6	数值	2083
Machine_type.csv	6	数值	1874
Machine_type.csv	6	数值	1250
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	-1
Machine_type.csv	6	数值	138000
Machine_type.csv	6	数值	349
Machine_type.csv	6	数值	575
Machine_type.csv	6	数值	1380000
Machine_type.csv	6	中文	改進效能的高速畜牧機，使用更多飼料，並注射生長激素加快牲畜的生長速度，雖然品質略受影響，但能達到量產目標。
Machine_type.csv	7	中文	改良品控畜牧機
Machine_type.csv	7	数值	424
Machine_type.csv	7	数值	425
Machine_type.csv	7	数值	1980
Machine_type.csv	7	数值	2010
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-2
Machine_type.csv	7	数值	10
Machine_type.csv	7	数值	-2
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-2
Machine_type.csv	7	数值	-1
Machine_type.csv	7	中文	畜牧機
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	24
Machine_type.csv	7	数值	21
Machine_type.csv	7	数值	27
Machine_type.csv	7	数值	24
Machine_type.csv	7	数值	16
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	100
Machine_type.csv	7	数值	100
Machine_type.csv	7	数值	100
Machine_type.csv	7	数值	100
Machine_type.csv	7	数值	100
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	-1
Machine_type.csv	7	数值	100
Machine_type.csv	7	数值	100
Machine_type.csv	7	数值	100
Machine_type.csv	7	数值	100
Machine_type.csv	7	数值	100
Machine_type.csv	7	数值	-1
